Gene,Gene_ID,disease_name,disease_id,score,Calculated_Risk_Score,Num_SNPs,Total_Risk_Score,Weighted_Gene_Score,Feature_Type,Gene_Length_bp
UMPS,ENSG00000114491,orotic aciduria,MONDO_0009797,0.7613928349161536,7.613947205523202,1,0.4,0.4,transcript,21213.0
AR,ENSG00000169083,prostate adenocarcinoma,EFO_0000673,0.7612092818503222,7.6121341482890825,2,0.8,1.6,transcript,38713.0
GRIA4,ENSG00000152578,neurodevelopmental disorder with or without seizures and gait abnormalities,MONDO_0060641,0.7585375303176131,7.585384594697617,1,0.4,0.4,transcript,43050.0
GABRA1,ENSG00000022355,"developmental and epileptic encephalopathy, 19",MONDO_0014328,0.7582971996279547,7.582980679850231,1,0.4,0.4,transcript,46064.0
BRCA2,ENSG00000139618,prostate carcinoma,EFO_0001663,0.757835040852872,7.578353400516178,1,0.5,0.5,transcript,167113.0
GJB2,ENSG00000165474,autosomal dominant nonsyndromic hearing loss 3A,MONDO_0011103,0.7576731286834063,7.576818092389618,1,0.4,0.4,transcript,4608.0
IMPG2,ENSG00000081148,retinitis pigmentosa,MONDO_0019200,0.757432103795124,7.57453655519262,2,0.9,1.8,transcript,8352.0
TGFBR1,ENSG00000106799,multiple self-healing squamous epithelioma,MONDO_0007566,0.7573200757379235,7.573205004971381,1,0.4,0.4,transcript,94171.0
CACNA1D,ENSG00000157388,aldosterone-producing adenoma with seizures and neurological abnormalities,MONDO_0014200,0.7565553077694578,7.565557042958862,1,0.4,0.4,transcript,100876.0
KCNN3,ENSG00000143603,Zimmermann-Laband syndrome,MONDO_0000200,0.755958159535445,7.5597006311643895,3,1.2000000000000002,3.6000000000000005,transcript,30243.0
FGA,ENSG00000171560,Familial renal amyloidosis,Orphanet_85450,0.7553838931103495,7.553907155561963,1,0.4,0.4,transcript,5863.0
BRCA2,ENSG00000139618,Hereditary breast cancer,Orphanet_227535,0.7552250765986069,7.552253757973527,1,0.5,0.5,transcript,167113.0
DNAJC21,ENSG00000168724,autosomal dominant aplasia and myelodysplasia,MONDO_0013851,0.7551896249573243,7.551905272604531,1,0.4,0.4,transcript,44331.0
GABRA1,ENSG00000022355,juvenile myoclonic epilepsy,MONDO_0009696,0.7550962890074545,7.550971573645229,1,0.4,0.4,transcript,46064.0
BRCA2,ENSG00000139618,hereditary breast carcinoma,MONDO_0016419,0.754929307564653,7.549296067633988,1,0.5,0.5,transcript,167113.0
ATF6,ENSG00000118217,achromatopsia,MONDO_0018852,0.7546181820439675,7.546188172872656,1,0.4,0.4,transcript,62968.0
ALAD,ENSG00000148218,porphyria due to ALA dehydratase deficiency,MONDO_0013000,0.7543837889236474,7.543875199188904,1,0.4,0.4,transcript,10721.0
CR2,ENSG00000117322,"immunodeficiency, common variable, 7",MONDO_0013862,0.7542670902281569,7.5426892282081734,1,0.4,0.4,transcript,21827.0
ANKH,ENSG00000154122,craniometaphyseal dysplasia,MONDO_0015465,0.7538348998490615,7.539117441113565,5,2.4,12.0,transcript,15616.0
ANKH,ENSG00000154122,craniometaphyseal dysplasia,MONDO_0015465,0.7538348998490615,7.539117441113565,5,2.4,12.0,gene_variant,15616.0
ANKH,ENSG00000154122,craniometaphyseal dysplasia,MONDO_0015465,0.7538348998490615,7.539117441113565,5,2.4,12.0,gene_variant,15616.0
ANKH,ENSG00000154122,craniometaphyseal dysplasia,MONDO_0015465,0.7538348998490615,7.539117441113565,5,2.4,12.0,transcript,15616.0
FBXO28,ENSG00000143756,developmental and epileptic encephalopathy 100,MONDO_0030695,0.7534337084370389,7.535386072097233,5,2.0,10.0,transcript,9533.0
SLC25A46,ENSG00000164209,"pontocerebellar hypoplasia, type 1E",MONDO_0030260,0.7526613722696358,7.526633675806549,1,0.4,0.4,transcript,20047.0
MAP3K7,ENSG00000135341,frontometaphyseal dysplasia 2,MONDO_0014935,0.7521194735074194,7.521284121797472,4,1.6,6.4,transcript,71599.0
SH3TC2,ENSG00000169247,carpal tunnel syndrome,EFO_0004143,0.7512388845161172,7.51239326856985,1,0.4,0.4,transcript,90428.0
FAS,ENSG00000026103,autoimmune lymphoproliferative syndrome,MONDO_0017979,0.7507380698809338,7.507382907033871,1,0.4,0.4,transcript,181141.0
GJB2,ENSG00000165474,deafness,EFO_0001063,0.749915876961027,7.499245575165825,1,0.4,0.4,transcript,4608.0
FYCO1,ENSG00000163820,Partial congenital cataract,Orphanet_98992,0.749911062218082,7.499135233021896,1,0.4,0.4,transcript,16253.0
BCKDHB,ENSG00000083123,maple syrup urine disease,MONDO_0009563,0.7498220011338147,7.503947388199545,10,4.0,40.0,transcript,6984.0
KYNU,ENSG00000115919,"vertebral, cardiac, renal, and limb defects syndrome 2",MONDO_0060555,0.7494406826890597,7.494565075604827,3,1.2000000000000002,3.6000000000000005,transcript,22749.0
CACNA1D,ENSG00000157388,hypertension,EFO_0000537,0.7483891411390226,7.483895376654511,1,0.4,0.4,transcript,100876.0
PDE10A,ENSG00000112541,infantile-onset generalized dyskinesia with orofacial involvement,MONDO_0044637,0.7476771611074459,7.476791323168376,3,1.2000000000000002,3.6000000000000005,transcript,182629.0
ACER3,ENSG00000078124,alkaline ceramidase 3 deficiency,MONDO_0044718,0.7473166072078707,7.473566072078707,1,0.4,0.4,transcript,1000.0
RET,ENSG00000165731,Hirschsprung disease,MONDO_0018309,0.747229396738554,7.472303979650565,1,0.4,0.4,transcript,39951.0
KCNQ1,ENSG00000053918,"atrial fibrillation, familial, 3",MONDO_0011857,0.7458922817967348,7.459116491304986,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
MAP3K7,ENSG00000135341,cardiospondylocarpofacial syndrome,MONDO_0008005,0.745881532570315,7.458904712426428,4,1.6,6.4,transcript,71599.0
DSC2,ENSG00000134755,familial isolated arrhythmogenic right ventricular dysplasia,MONDO_0016342,0.7454287316692338,7.4542997587589666,2,0.8,1.6,transcript,128596.0
PPARG,ENSG00000132170,diabetes mellitus,EFO_0000400,0.7442306723313122,7.467837717507345,59,24.0,1416.0,transcript,55462.0
PPARG,ENSG00000132170,diabetes mellitus,EFO_0000400,0.7442306723313122,7.467837717507345,59,24.0,1416.0,gene_variant,55462.0
PPARG,ENSG00000132170,diabetes mellitus,EFO_0000400,0.7442306723313122,7.467837717507345,59,24.0,1416.0,transcript,55462.0
PPARG,ENSG00000132170,diabetes mellitus,EFO_0000400,0.7442306723313122,7.467837717507345,59,24.0,1416.0,gene_variant,55462.0
TGFBR1,ENSG00000106799,Loeys-Dietz syndrome,MONDO_0018954,0.7441794711462577,7.441798959054724,1,0.4,0.4,transcript,94171.0
EGFR,ENSG00000146648,cancer,MONDO_0004992,0.7440054264873728,7.440091583528391,2,0.8,1.6,transcript,42874.0
DAG1,ENSG00000173402,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A9",MONDO_0014683,0.743979286547664,7.439799053595452,1,0.4,0.4,transcript,64640.0
FBN1,ENSG00000166147,MASS syndrome,MONDO_0011431,0.7426614151232641,7.426620816455176,1,0.4,0.4,transcript,60013.0
CASQ2,ENSG00000118729,catecholaminergic polymorphic ventricular tachycardia,MONDO_0017990,0.7423462794860478,7.423475445882048,1,0.4,0.4,transcript,31618.0
FAT4,ENSG00000196159,van Maldergem syndrome 2,MONDO_0014242,0.7422492343268395,7.422501053311074,1,0.4,0.4,transcript,45924.0
CDH23,ENSG00000107736,Pituitary Gland Adenoma,EFO_1000478,0.742188022391097,7.421887774613941,1,0.5,0.5,transcript,66219.0
GAN,ENSG00000261609,giant axonal neuropathy,MONDO_0000128,0.7417821531566963,7.417832195674244,1,0.4,0.4,transcript,37509.0
BRCA2,ENSG00000139618,medulloblastoma,EFO_0002939,0.7415012006687813,7.415014998675272,1,0.5,0.5,transcript,167113.0
CACNA1D,ENSG00000157388,sinoatrial node dysfunction and deafness,MONDO_0013960,0.7404277512690786,7.40428147795507,1,0.4,0.4,transcript,100876.0
NDUFAF2,ENSG00000164182,mitochondrial complex I deficiency,MONDO_0100133,0.7395926688418005,7.395966893463739,1,0.4,0.4,transcript,9949.0
TENM4,ENSG00000149256,essential tremor,EFO_0003108,0.7387618850739816,7.387636301224066,1,0.4,0.4,transcript,22922.0
CDH23,ENSG00000107736,deafness,EFO_0001063,0.7378649218958535,7.3786567696615055,1,0.5,0.5,transcript,66219.0
GABRA1,ENSG00000022355,epilepsy,EFO_0000474,0.7377769073945867,7.377777757516551,1,0.4,0.4,transcript,46064.0
BRCA2,ENSG00000139618,prostate cancer,MONDO_0008315,0.7377432233875659,7.377435225863117,1,0.5,0.5,transcript,167113.0
LRP2,ENSG00000081479,serum creatinine amount,OBA_2050096,0.7369670730484424,7.369687319184202,1,0.5,0.5,transcript,30141.0
BRCA2,ENSG00000139618,ovarian cancer,MONDO_0008170,0.7367519297510259,7.367522289497717,1,0.5,0.5,transcript,167113.0
IQGAP2,ENSG00000145703,platelet volume,OBA_0003277,0.7359530080960647,7.359544751891664,1,0.5,0.5,transcript,34081.0
SLC22A2,ENSG00000112499,serum creatinine amount,OBA_2050096,0.7353306204924499,7.353345926870874,1,0.4,0.4,transcript,10070.0
BRCA2,ENSG00000139618,pancreatic carcinoma,EFO_0002618,0.7349592762366896,7.349595754354353,1,0.5,0.5,transcript,167113.0
KCNQ1,ENSG00000053918,Jervell and Lange-Nielsen syndrome,MONDO_0002441,0.7348275981021773,7.348469654359411,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
UMPS,ENSG00000114491,Hereditary orotic aciduria,Orphanet_30,0.7340473876924805,7.340492733286469,1,0.4,0.4,transcript,21213.0
SGCD,ENSG00000170624,dilated cardiomyopathy 1L,MONDO_0011702,0.7333088563897472,7.3331073529434585,1,0.4,0.4,transcript,21289.0
KCNQ1,ENSG00000053918,Prolonged QT interval,HP_0001657,0.7332848949148144,7.333042622485782,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
PEX13,ENSG00000162928,Zellweger syndrome,Orphanet_912,0.7330970691934343,7.33101652144855,1,0.4,0.4,transcript,8728.0
DPY19L2,ENSG00000177990,male infertility due to globozoospermia,MONDO_0015746,0.7327171303677714,7.327312049631268,2,0.8,1.6,transcript,11368.0
IQGAP2,ENSG00000145703,platelet count,EFO_0004309,0.7325459634486648,7.325474305417666,1,0.5,0.5,transcript,34081.0
BRCA2,ENSG00000139618,glioma susceptibility 3,MONDO_0013093,0.7320513924058937,7.320516916046395,1,0.5,0.5,transcript,167113.0
DYNC2H1,ENSG00000187240,"Short rib-polydactyly syndrome, Verma-Naumoff type",Orphanet_93271,0.7318868055790821,7.318878212199515,1,0.5,0.5,transcript,49230.0
C6,ENSG00000039537,Immunodeficiency due to a late component of complements deficiency,Orphanet_169150,0.7307594101233046,7.307623664291048,1,0.5,0.5,transcript,16913.0
ANOS1,ENSG00000011201,Kallmann syndrome,MONDO_0018800,0.7295872811165558,7.295924317732645,1,0.4,0.4,transcript,7766.0
LINS1,ENSG00000140471,"intellectual disability, autosomal recessive 27",MONDO_0013702,0.7289567949704474,7.289595237812317,1,0.5,0.5,transcript,18323.0
NDUFAF2,ENSG00000164182,Leigh syndrome,MONDO_0009723,0.7282461885717977,7.28250209076371,1,0.4,0.4,transcript,9949.0
INF2,ENSG00000203485,Charcot-Marie-Tooth disease dominant intermediate E,MONDO_0013758,0.7264475435925115,7.264478498806062,1,0.4,0.4,transcript,130596.0
SLC30A9,ENSG00000014824,psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,MONDO_0044726,0.7261555764874728,7.261907528201146,3,1.3,3.9000000000000004,transcript,11087.0
BMPR2,ENSG00000204217,pulmonary arterial hypertension,EFO_0001361,0.7260002339228915,7.260020110687952,1,0.4,0.4,transcript,22508.0
TNFRSF11A,ENSG00000141655,Osteopetrosis - hypogammaglobulinemia,Orphanet_178389,0.7256341132986508,7.256465724171681,2,0.8,1.6,transcript,12842.0
LAMA1,ENSG00000101680,Ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome,Orphanet_370022,0.7255042274053918,7.255058169272636,1,0.5,0.5,transcript,31456.0
CDH23,ENSG00000107736,Usher syndrome type 1,MONDO_0010168,0.7254259601761893,7.254267152464863,1,0.5,0.5,transcript,66219.0
FBN1,ENSG00000166147,aortic aneurysm,EFO_0001666,0.7246171157617308,7.246177822839843,1,0.4,0.4,transcript,60013.0
COLEC10,ENSG00000184374,3MC syndrome,MONDO_0017398,0.7245953424500494,7.246058604621451,1,0.4,0.4,transcript,3803.0
PLEC,ENSG00000178209,"Epidermolysis bullosa simplex, Ogna type",Orphanet_79401,0.7241837371224095,7.241846435489738,2,0.9,1.8,transcript,198582.0
PLEC,ENSG00000178209,Epidermolysis bullosa simplex with muscular dystrophy,Orphanet_257,0.7238558900121573,7.238567964387217,2,0.9,1.8,transcript,198582.0
PLEC,ENSG00000178209,Epidermolysis bullosa simplex with pyloric atresia,Orphanet_158684,0.7237581214663826,7.237590278929471,2,0.9,1.8,transcript,198582.0
PLEC,ENSG00000178209,"epidermolysis bullosa simplex 5C, with pyloric atresia",MONDO_0012807,0.7235733315390404,7.235742379656047,2,0.9,1.8,transcript,198582.0
LRP2,ENSG00000081479,cystatin C measurement,EFO_0004617,0.7232601388989178,7.232617977688956,1,0.5,0.5,transcript,30141.0
ANO6,ENSG00000177119,Scott syndrome,MONDO_0009885,0.7213197079170998,7.213204500321276,1,0.4,0.4,transcript,53900.0
FREM2,ENSG00000150893,isolated cryptophthalmia,MONDO_0007410,0.7199784959860919,7.200676066615508,6,2.5,15.0,transcript,16833.0
ANO5,ENSG00000171714,aspartate aminotransferase measurement,EFO_0004736,0.7191736505843468,7.191741552206932,1,0.4,0.4,transcript,79265.0
RFX7,ENSG00000181827,"intellectual developmental disorder, autosomal dominant 71, with behavioral abnormalities",MONDO_0957228,0.7190961646328108,7.190971238654247,1,0.4,0.4,transcript,41700.0
KIAA0586,ENSG00000100578,Joubert syndrome,MONDO_0018772,0.7188468086669628,7.188473737728072,1,0.5,0.5,transcript,88479.0
SLC30A8,ENSG00000164756,HbA1c measurement,EFO_0004541,0.71808724182965,7.181182585980904,4,1.6,6.4,gene_variant,20634.0
SLC30A8,ENSG00000164756,HbA1c measurement,EFO_0004541,0.71808724182965,7.181182585980904,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,HbA1c measurement,EFO_0004541,0.71808724182965,7.181182585980904,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,HbA1c measurement,EFO_0004541,0.71808724182965,7.181182585980904,4,1.6,6.4,gene_variant,20634.0
SHH,ENSG00000164690,"microphthalmia, isolated, with coloboma 5",MONDO_0012709,0.7178145245871312,7.1781983949544905,1,0.4,0.4,transcript,7526.0
GJB2,ENSG00000165474,autosomal dominant nonsyndromic hearing loss,MONDO_0019587,0.717162480243423,7.171711607989785,1,0.4,0.4,transcript,4608.0
CAVIN2,ENSG00000168497,platelet volume,OBA_0003277,0.7167676294685832,7.167807270455314,1,0.4,0.4,transcript,3054.0
IQGAP2,ENSG00000145703,reticulocyte count,EFO_0007986,0.7165553488408182,7.165568159339199,1,0.5,0.5,transcript,34081.0
FBN1,ENSG00000166147,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,0.7153628976175709,7.153635641398243,1,0.4,0.4,transcript,60013.0
TMTC3,ENSG00000139324,lissencephaly spectrum disorders,MONDO_0018838,0.7153306803335553,7.153345812502708,1,0.4,0.4,transcript,10254.0
TMTC3,ENSG00000139324,Lissencephaly,HP_0001339,0.7153306803335553,7.153345812502708,1,0.4,0.4,transcript,10254.0
KERA,ENSG00000139330,cornea plana 2,MONDO_0009014,0.715196726756756,7.152693549909821,2,0.8,1.6,transcript,2203.0
TRDN,ENSG00000186439,catecholaminergic polymorphic ventricular tachycardia,MONDO_0017990,0.7145923203565268,7.145942407006524,1,0.5,0.5,transcript,26037.0
IQGAP2,ENSG00000145703,serum albumin amount,OBA_2050068,0.7140068321896667,7.1400829928276845,1,0.5,0.5,transcript,34081.0
DCDC2,ENSG00000146038,Senior-Boichis syndrome,MONDO_0019394,0.71313489982306,7.13139477529629,1,0.4,0.4,transcript,8738.0
KCNQ1,ENSG00000053918,Romano-Ward syndrome,Orphanet_101016,0.7128716549249934,7.128910222587571,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
CDH23,ENSG00000107736,"hearing loss, autosomal recessive",MONDO_0019588,0.7125890031098747,7.125897581801717,1,0.5,0.5,transcript,66219.0
TYR,ENSG00000077498,strand of hair color,OBA_0002313,0.7123718246130324,7.12384206980541,1,0.5,0.5,transcript,4038.0
DYNC2H1,ENSG00000187240,Jeune syndrome,MONDO_0018770,0.7123549376425482,7.123559532834175,1,0.5,0.5,transcript,49230.0
SLC39A8,ENSG00000138821,congenital disorder of glycosylation type II,EFO_0005546,0.7120692770199939,7.120700075602285,1,0.4,0.4,transcript,54754.0
BCAS3,ENSG00000141376,Hengel-Maroofian-Schols syndrome,MONDO_0859208,0.711864202502847,7.1186524241466245,1,0.5,0.5,transcript,48081.0
PDE3B,ENSG00000152270,high density lipoprotein cholesterol measurement,EFO_0004612,0.71184115215682,7.118486350863869,2,0.8,1.6,transcript,21382.0
TNPO3,ENSG00000064419,autosomal dominant limb-girdle muscular dystrophy type 1F,MONDO_0012034,0.7115225801082974,7.115252473439743,1,0.5,0.5,transcript,18746.0
ADAMTS3,ENSG00000156140,Hennekam syndrome,MONDO_0016256,0.7109335419063034,7.109384734807086,1,0.4,0.4,transcript,8111.0
LINS1,ENSG00000140471,autosomal recessive non-syndromic intellectual disability,MONDO_0019502,0.7107841428713176,7.107868716821019,1,0.5,0.5,transcript,18323.0
KCNQ1,ENSG00000053918,familial long QT syndrome,MONDO_0019171,0.7107769758214332,7.107963431551969,3,1.2000000000000002,3.6000000000000005,transcript,18588.0
SPAST,ENSG00000021574,hereditary spastic paraplegia,MONDO_0019064,0.7106170140720908,7.106175317039251,1,0.4,0.4,transcript,77275.0
TGFBR1,ENSG00000106799,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,0.7105096082334268,7.105100329926414,1,0.4,0.4,transcript,94171.0
MSX2,ENSG00000120149,parietal foramina 1,MONDO_0008197,0.7097864323788002,7.097982562038076,1,0.4,0.4,transcript,3383.0
SLC30A8,ENSG00000164756,type 2 diabetes mellitus,MONDO_0005148,0.7096690329478889,7.097000497163292,4,1.6,6.4,gene_variant,20634.0
SLC30A8,ENSG00000164756,type 2 diabetes mellitus,MONDO_0005148,0.7096690329478889,7.097000497163292,4,1.6,6.4,transcript,20634.0
SLC30A8,ENSG00000164756,type 2 diabetes mellitus,MONDO_0005148,0.7096690329478889,7.097000497163292,4,1.6,6.4,gene_variant,20634.0
SLC30A8,ENSG00000164756,type 2 diabetes mellitus,MONDO_0005148,0.7096690329478889,7.097000497163292,4,1.6,6.4,transcript,20634.0
ANO5,ENSG00000171714,autosomal recessive limb-girdle muscular dystrophy,MONDO_0015152,0.7090408169109551,7.090413215473015,1,0.4,0.4,transcript,79265.0
CA8,ENSG00000178538,Rare hereditary ataxia,Orphanet_183518,0.7086387017611039,7.0864279718446825,1,0.4,0.4,transcript,9767.0
NDUFAF4,ENSG00000123545,mitochondrial complex I deficiency,MONDO_0100133,0.7072782661133776,7.072894206030598,1,0.4,0.4,transcript,3586.0
TEX15,ENSG00000133863,spermatogenic failure 25,MONDO_0054729,0.707247865387359,7.072493577464802,1,0.5,0.5,transcript,33504.0
FYB1,ENSG00000082074,thrombocytopenia 3,MONDO_0010120,0.7067701415491194,7.067721065717173,1,0.5,0.5,transcript,25445.0
GPD2,ENSG00000115159,type 2 diabetes mellitus,MONDO_0005148,0.7067573129355317,7.067590795639214,1,0.4,0.4,transcript,22642.0
PEX2,ENSG00000164751,Zellweger syndrome,Orphanet_912,0.7058442284170894,7.058486110181631,1,0.4,0.4,transcript,9127.0
LRP2,ENSG00000081479,urate measurement,EFO_0004531,0.7057795970078505,7.0578125587782825,1,0.5,0.5,transcript,30141.0
CDH23,ENSG00000107736,Usher syndrome,MONDO_0019501,0.7057139603161288,7.057147153864258,1,0.5,0.5,transcript,66219.0
ADGRV1,ENSG00000164199,Usher syndrome type 2,MONDO_0016484,0.7050429285255144,7.050433710425513,1,0.5,0.5,transcript,112990.0
TBX5,ENSG00000089225,heart rate,OBA_1001087,0.7049566580404361,7.049691874061369,2,0.8,1.6,transcript,12770.0
MSX2,ENSG00000120149,parietal foramina with cleidocranial dysplasia,MONDO_0008198,0.7049325083827706,7.049443322077779,1,0.4,0.4,transcript,3383.0
NEMF,ENSG00000165525,intellectual developmental disorder with speech delay and axonal peripheral neuropathy,MONDO_0030849,0.7045195778589779,7.045215961853817,1,0.5,0.5,transcript,24773.0
FBN1,ENSG00000166147,Weill-Marchesani syndrome,MONDO_0018096,0.7038524707681754,7.038531372904289,1,0.4,0.4,transcript,60013.0
BCKDHB,ENSG00000083123,maple syrup urine disease type 1A,MONDO_0023691,0.7035690766774039,7.041418143635436,10,4.0,40.0,transcript,6984.0
FGA,ENSG00000171560,familial visceral amyloidosis,MONDO_0007099,0.7022233214903603,7.022301439362071,1,0.4,0.4,transcript,5863.0
NDUFS4,ENSG00000164258,diabetes mellitus,EFO_0000400,0.7018914308380201,7.019020889781746,1,0.4,0.4,transcript,3753.0
PTPRJ,ENSG00000149177,platelet volume,OBA_0003277,0.7018493203838295,7.01856839180822,2,0.8,1.6,transcript,21280.0
BMPR2,ENSG00000204217,pulmonary venoocclusive disease,MONDO_0009937,0.7015741633467802,7.01575940492684,1,0.4,0.4,transcript,22508.0
ADAMTS3,ENSG00000156140,Abnormality of the skeletal system,HP_0000924,0.7012381042819156,7.012430358563207,1,0.4,0.4,transcript,8111.0
GCH1,ENSG00000131979,GTP cyclohydrolase I deficiency,MONDO_0100184,0.7001181806602759,7.001215570424823,1,0.4,0.4,transcript,11847.0
